canonical_smiles,BindingDB Reactant_set_id,bioactivity_class,pIC50_norm
COC1=CC(=O)C(=CC1=O)N1CCC(CC1)C1CCN(Cc2ccccc2OC)CC1,50711974,inactive,4.61261017366127
CC(C)C(=O)[C@@]12C(=O)C3=C(O[C@H]([C@@H]3O)C(C)(C)O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,50901836,inactive,4.9484616094846725
Fc1ccc2c(NCCCCCCNc3c4CCCCc4nc4cc(F)ccc34)c3CCCCc3nc2c1,50577838,active,9.045757490560675
COc1cc(cc(OC)c1OC)C(C#N)N1CCCCC1,50082523,inactive,3.4190750243243806
CCCN(CCC)CCCCCOc1ccc(cc1)C(=O)\C=C\c1ccccc1,50367529,inactive,4.530472520812986
COc1cc2ccnc3c2c(COC3(CC(O)CO)OC)c1OC,50307868,inactive,4.017728766960431
Cc1cc(CNc2ccc(cc2)-n2cccn2)c(O)c(\C=N\O)c1,51394272,inactive,2.497163361378997
FC(F)(F)c1ccc(N\N=C\c2coc3cc4oc(cc4cc3c2=O)-c2cccc(Cl)c2)cc1,51517080,inactive,4.73754891026957
C(Cc1nsc2ccccc12)C1CCN(Cc2ccccc2)CC1,51020027,active,7.0
O=C1c2ccccc2C(=O)C11N2CSC[C@@H]2[C@@H](c2cccs2)[C@@]11CSc2ccccc2C1=O,51381704,inactive,4.718966632752273
COc1cc2c(Nc3ccc(cc3)C(=O)\C=C\c3nc(C)c(C)nc3C)ncnc2c(OC)c1OC,51474196,active,7.0
CN1CCN(CC1)C(C#N)c1ccc2OCOc2c1,50082522,inactive,3.5601937886066697
CCN1\C(Sc2ccc(OC(=O)NCCc3ccccc3)cc12)=C\C(C)=O,51544451,inactive,4.698970004336019
COc1ccc(CSS(=O)(=O)c2ccc(C)cc2)cc1,51414121,active,6.311580177997289
CCOc1ccc(Cc2nc3cc(ccc3n2CCC(C)C)C(=O)NCCNc2c3CCCCc3nc3ccccc23)cc1,51257796,active,7.102372908709558
C(CCCCC[n+]1ccccc1)CCCCC[n+]1ccc2ccccc2c1,50077061,active,7.522878745280337
C(Nc1ccnc(NC2CCN(Cc3ccccc3)CC2)n1)c1ccc2OCOc2c1,50943907,inactive,4.899629454882437
C#CCNc1nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(cc1C#N)C#N,51140359,active,9.0
CCN(CC#C)C1CCc2ccc(OC(=O)N(C)C)cc12,18107,inactive,4.747146969020107
C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,50700893,inactive,4.6006724678413216
[O-][N+](=O)c1cccc(CN2CCC(CCC(=O)c3ccc4CCCCNc4c3)CC2)c1,50578214,active,6.4089353929735005
Cc1cccc(c1)C(O)=O,50983326,active,6.455931955649724
CCc1ccccc1NC(=O)Oc1ccc2N(C)[C@@H]3[C@@](C)(CC[N@@+]3(C)O)c2c1,18673,active,6.903089986991944
O\N=C\c1cc(Cl)cc(CN2CCC(CC2)n2c3ccc(Cl)cc3[nH]c2=O)c1O,51394271,inactive,2.3821612522829967
CCNC(=O)Oc1ccc2N(C)C3N(C)CC[C@@]3(C)c2c1,50830751,active,7.026872146400302
CCCN(C)C(=O)Oc1cccc(CC(C)NCC#C)c1,18235,inactive,4.718966632752273
COc1ccccc1NC(=S)NCCN1CCCCC1,50788801,inactive,4.494850021680094
CCCCCCCCCCCCCCCCc1cc[n+](C)cc1C([O-])=O,51356881,inactive,2.585026652029182
OC(=O)c1sc(nc1OCCNc1c2CCCCc2nc2ccccc12)-c1ccnc(NC(=O)C2CC2)c1,51134341,active,6.236572006437063
O=C(CCC1CCN(CC2CCCC2)CC1)c1ccc2[nH]ccc2c1,51239552,active,7.026872146400302
Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,50314709,active,6.343901797987168
C[C@@H]1CC[C@@H]2[C@@H](C1)C=C[C@@H](C)[C@H]2C(=O)c1c2O[C@H]3[C@@H](O)CC[C@@](O)([C@H]3O)c2cn(O)c1=O,51356865,inactive,4.327902142064283
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,51020020,active,6.519993057042849
COc1cccc(CN2CCN(CC2)C(=O)\C=C\c2ccc(O)c(OC)c2)c1,51404145,inactive,4.818728228440539
O=C(CNc1ccc2oc(=O)ccc2c1)N1CCOCC1,51297466,active,7.431798275933005
COc1ccc(cc1)-c1cc(=O)c2cc(OC)c(O)c([C@@H]3CCC(=O)N3)c2o1,51227574,inactive,4.167491087293763
CC(C)(C)c1cc[n+](CCCCCCCC[n+]2ccc(cc2)C(C)(C)C)cc1,50919587,active,8.301029995663981
Oc1cc2oc(cc(=O)c2cc1O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,50928267,active,8.187086643357144
CC1CCCC(C)N1C(=S)SCCCCOc1ccc2c(C)c(Cl)c(=O)oc2c1,51506308,active,6.943095148663527
CCN(C)C(=O)Oc1cc(cc2oc(=O)c3ccccc3c12)C(C)N(C)C,50233832,inactive,4.401209493236885
O=c1n2CCCc3ccccc3-c2nc2ccc(OCCCN3CCCCC3)cc12,50283117,active,6.2716462179787715
COc1ccc2c(OC)c3ccoc3nc2c1OC,51182995,inactive,4.480172006224281
COc1cc2[C@@H]3Cc4ccc(O)c(OC)c4C[N@@+]3(C)CCc2c(O)c1OC,51575345,inactive,3.8827287043442356
CN(C)CCCCCOc1ccc(cc1)C(=O)\C=C\c1ccccc1,50367476,inactive,4.883724412419456
Oc1ccc2c(CC(=O)NCCCNc3c4CCCCc4nc4ccccc34)cc(=O)oc2c1,50287078,active,6.557520230935552
CC(=O)NC=C1C(=O)NC(=O)NC1=O,51198716,inactive,4.041436116778033
CC(CC(C)(C)C)OC[n+]1ccn(C)c1CN=O,50752531,inactive,4.488116639021126
COc1ccc(C(=O)c2ccc(OC)c(OC)c2)c(Br)c1,293101,active,8.355561410532161
CCCCN[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCC1CCCN(Cc2ccccc2)CC1,51375733,inactive,4.795880017344075
CCCCN(CCC1CCCCCC1)Cc1cn(OC(=O)N(C)C)c2ccccc12,51500204,active,6.818156412055227
Oc1ccc2c(CC(=O)N\N=C3/SCC(=O)N3c3c4CCCCc4nc4ccccc34)cc(=O)oc2c1,50287082,inactive,4.804100347590766
CN(CCC1CCCCCC1)Cc1c[nH]c2ccccc12,51500193,inactive,4.598599459218456
COc1ccc(NCC2CCN(Cc3ccccc3)CC2)cc1OC,51517045,active,6.838631997765025
OCCN1CCN(CC1)c1nccc(NC(c2ccccc2)c2ccccc2)n1,50664186,inactive,4.665546248849069
CN(CCC(=O)N1CCN(CCNc2c3CCCCc3nc3ccccc23)CC1)C1CCCCC1,50949165,active,7.826813731587726
O=C(CCCCCNc1c2CCCCc2nc2ccccc12)NCCc1c[nH]c2ccccc12,51248761,active,10.0
COc1ccc(cc1)C1C2C(=O)CC(C)(C)CC2=Nc2nc3CCCCc3c(N)c12,50873524,active,6.431798275933005
CCN(C)C(=O)Oc1cc(cc2oc(=O)c3ccccc3c12)C(C)N(C)C,560588,inactive,4.3979400086720375
CN(CCCCOc1ccc2c3CCCCc3c(=O)oc2c1)Cc1ccccc1,50233762,active,6.0
COc1cc(cc(OC)c1OC)C1=NN(C(C1)c1ccc(cc1)-c1ccccc1)C(C)=O,51462455,inactive,2.712198270069774
C(CCCCC[n+]1ccccc1)CCCC[n+]1ccccc1,50564457,active,6.3979400086720375
O=C1Cc2ccccc2CN1CCC1CCN(Cc2ccccc2)CC1,50578043,active,7.769551078621726
COc1cc2CC\C(=C/c3ccc(CN(C)Cc4ccccc4)cc3)C(=O)c2cc1OC,50553468,active,6.7447274948966935
CC(C)Cn1cc(cn1)C(=O)C(F)(F)F,50424455,active,6.228412519118745
CCCCN(CCC1CCCCCC1)CCc1c[nH]c2cc(O)ccc12,51500202,inactive,4.150955457470634
COc1cc(ccc1O)C(C#N)N1CCOCC1,50082567,inactive,3.3880643749598773
CC1=CC2CC(C1)c1c(C2)nc2cc(Cl)ccc2c1Cl,50902711,inactive,4.649751981665837
CN1CC[C@]2(C)[C@H]1N(C)c1ccc(OC(=O)NCCCCN3CCOCC3)cc21,50473217,inactive,4.6777807052660805
Cc1cc(n[nH]1)-c1cc2cc(ccc2oc1=O)[N+]([O-])=O,51555771,inactive,4.795880017344075
C1CC(CCN1)c1cc2ccccc2o1,51417528,inactive,4.21339052735134
FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,51322806,active,6.958607314841775
Fc1ccc(CN2CCN(CC2)c2nccc(NCc3ccccc3)n2)cc1,50635785,inactive,4.665546248849069
CCN1CC[C@]2(C)C1Cc1ccc(OC(=O)NCc3ccccc3)cc21,50763662,active,7.161150909262744
CC(=O)n1c2C(c3ccccc3[N+]([O-])=O)c3c(Oc2c2ccccc12)nc(C)[nH]c3=O,51555184,inactive,4.318487413361038
Clc1ccc2c(NCCCCCN3c4ccccc4Sc4ccccc34)c3CCCCc3nc2c1,51545112,active,8.096910013008056
O=C(Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1,50577909,active,6.229147988357855
CCCCCCOC[n+]1ccn(C)c1CN=O,50752563,inactive,4.6020599913279625
CNCc1cc(N)ccc1O,51144716,inactive,3.476904161747432
CN(C)CCCCCCOc1ccc(cc1)C(=O)\C=C\c1ccccc1,50367477,inactive,4.846490010699163
CC(C)N(CCSC(N=O)C(=O)c1ccc(Cl)cc1)C(C)C,50747822,inactive,3.4814860601221125
Fc1cccc(Cn2c3ccccc3nc3c2nc(=O)[nH]c3=O)c1,293158,inactive,4.940815382368629
CCN(CC)CCSC(N=O)C(=O)c1ccc(Cl)cc1,50747825,inactive,3.2839966563652006
CCN1CC[C@]2(C)[C@H]1Cc1ccc(OC(=O)NC(C)(C)C)cc21,50577960,inactive,4.903541888282547
C\C=C(/C)C(=O)N[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2[C@H]1O)[C@H](C)N(C)C,51030680,inactive,4.519993057042849
CC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1,50515804,inactive,3.8239087409443187
Cc1c(Cl)c(=O)oc2cc(OCCN3CCN(CCCNc4c5CCCCc5nc5ccccc45)CC3)ccc12,50325872,active,7.619788758288394
CCN(CC)CCc1ccc(Oc2ccc(cc2)C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,50638641,active,6.886056647693163
CC(N(C)C)c1ccc2c(c1)oc(=O)c1ccccc21,50233838,inactive,4.962573502059376
COC(=O)C1=C(C[C@H](N([C@@H]1c1ccc(C)cc1)c1ccc(OC)cc1)c1ccc(C)cc1)Nc1ccc(OC)cc1,50388390,inactive,2.2335871528876003
Nc1c2ccccc2nc2c1cnc1cc(Cl)ccc21,50578160,inactive,3.0
CN(C)C1CCC(CCN(CCCc2c[nH]c3ccccc23)CCC2CCCCCC2)CC1,51500195,inactive,4.900664722314042
COc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)oc2ccccc2c3=O)c1OC,50361414,inactive,3.8601209135987635
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,51283271,active,7.721246399047171
COc1cc(\C=C\C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C,51365403,inactive,4.779891911959945
Cc1cc(=O)oc2cc(OCCSC(=S)N3CCCC3)ccc12,51030326,active,6.050609993355087
Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O,51189268,active,7.920818753952375
C\C=C1/[C@@H]2Cc3[nH]c(=O)ccc3[C@]1(CC(C)=C2)\N=C\c1ccc(OCC=C)cc1,50544889,active,7.508638306165727
CCCCN(CC(=O)NCc1ccccc1)C(=O)CCCCCn1cc[n+](C)c1\C=N/O,50768049,inactive,4.301029995663981
Cc1ccc(s1)C(=O)\C=C\c1ccc(cc1)N1CCCCC1,51530467,active,6.886056647693163
CN(C)Cc1ccc(CSCCCCCSCc2ccc(CN(C)C)o2)o1,50763347,active,6.045757490560675
CCN(Cc1ccccc1)Cc1ccc(cc1)-c1cc2cc(OCCNC(=O)Cc3cc(F)cc(F)c3)ccc2oc1=O,50854614,active,6.258848401148215
CCOC(=O)C1=C(C[C@H](N([C@@H]1c1ccc(C)cc1)c1ccccc1)c1ccc(C)cc1)Nc1ccccc1,50388386,inactive,2.2533658010624213
CCCCCCCNc1c2CCCCc2nc2cc(F)ccc12,50577870,active,7.346787486224656
C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](NC(=O)c5ccccc5)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)N(C)C,51030654,inactive,4.109998386815364
BrCC1CN=C(Nc2ccccn2)S1,51218679,inactive,3.958607314841775
CC1CCN(Cc2ccccc2[N+]([O-])=O)CC1,50012888,active,6.795880017344075
COc1ccc2nc3CCCCc3c(NC(CBr)C=C)c2c1,50700697,inactive,4.050122295963125
Nc1c2CCCc3ccccc3-c2nc2ccccc12,50578157,inactive,3.7796303675486054
Cc1nc2ccc(cc2s1)C(=O)CCC1CCN(Cc2ccccc2)CC1,51020032,active,8.170053304058364
C[n+]1c2ccccc2c(-c2cccs2)c2ccccc12,50856203,inactive,4.388276691992658
CC(C)N(c1ccc(cc1)-c1ccc(cc1)N(C(C)C)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,321268,inactive,4.135429593146569
COc1cc2CC[N+](Cc2cc1OC)=c1ccn(Cc2ccc(Cn3ccc(cc3)=[N+]3CCCCC3)cc2)cc1,50637194,active,7.2076083105017466
CC(C)C(=O)[C@@]12C(=O)C3=C(O[C@@H](C3)C(C)(C)O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CC[C@@H](O)C(C)=C)C2=O,50901898,inactive,4.577902836868289
COc1ccc(CN2CCC(CCN3C(=O)c4ccc(cc4C3=O)[N+]([O-])=O)CC2)cc1,50578028,active,6.356547323513812
Nc1c2CCc3ccccc3-c2nc2nc(cc(c12)C(F)(F)F)-c1ccccc1,51183373,inactive,4.6356366453842694
CNC(=O)Oc1ccc2N(C)C3N(C)CC[C@@]3(C)c2c1,17730,active,7.552841968657781
CCC(C)n1cc(cn1)C(=O)CF,50424465,inactive,4.772113295386326
COc1cc(CCC(=O)\C=C\c2ccc(CNc3c4C5CC(CC(C)=C5)Cc4nc4cc(Cl)ccc34)cc2)cc(CN(C)C)c1O,50231986,active,7.6777807052660805
Cn1c2ccccc2c2cc[n+](cc12)-c1ccc(Br)cc1Br,51512742,active,6.958607314841775
CN(CCCNc1c2CCCCc2nc2cc(Cl)ccc12)CCCNc1c2C3CC(Cc2nc2cc(Cl)ccc12)C=C(C)C3,50925040,active,9.508638306165727
Cn1c[n+](CCCCC#C)nc1CN=O,50030725,inactive,4.204119982655925
CCN(CCNc1cc(O)c(cc1O)N=CCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,50848478,active,7.2076083105017466
C(COc1ccc2N=C3CCCN3Cc2c1)CN1CCCCC1,51243652,active,7.468521082957745
CN(C(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1)c1ccccc1,18718,active,6.161150909262744
CNC(=O)Oc1ccc2N(Cc3ccccc3)C3N(C)CC[C@@]3(C)c2c1,50100386,active,6.793713955587568
Oc1cc(O)c2c(c1)oc(-c1ccccc1)c(O)c2=O,51189269,active,7.920818753952375
CCOC(=O)C1C(c2ccncc2)c2c(N)c3CCCCc3nc2N=C1C,53570,active,6.651695136951839
COc1ccc(NC(=O)CNC(=O)\C=C\c2ccc(O)c(OC)c2)cc1,51397299,inactive,4.762205006726077
O=C(C[C@H]1C[C@H]2CCCN2[C@]11C(=O)Nc2ccccc12)N1C\C(=C/c2ccccc2)C(=O)\C(C1)=C\c1ccccc1,51055912,inactive,4.757210190521324
CC(=O)N1CC[C@]2(O)[C@H]1Nc1ccc(OC(=O)Nc3ccccc3)cc21,51506253,active,6.6020599913279625
COc1cc2OC(C)(CC(=O)NCCCCCCCNc3c4CCCCc4nc4cc(Cl)ccc34)CCc2cc1O,51386457,active,8.267606240177031
CCCn1c2C(CCc2c2c(Br)c(OC(=O)NC)ccc12)=NCC,50480791,active,6.638272163982407
FC(F)(F)Oc1ccc(\C=N/C2CCN(Cc3ccccc3)C2)cc1,51370599,active,6.063486257521107
CCOC(=O)C1=C(C)Oc2nc3CCCCCc3c(N)c2[C@H]1c1cccc(OC)c1,51182609,inactive,4.890016705180107
CN1c2ccccc2C(c2ccccc12)n1nnc2ccccc12,50856208,inactive,4.906578314837765
CN(Cc1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1)Cc1cccc(Cl)c1,50351363,active,6.0
COCCOC(=O)C1=C(C)Nc2nc3CCC(C)(C)Cc3c(N)c2C1c1ccccc1Cl,376963,active,6.036684488613889
OP(O)(=O)CN(CCc1ccccc1)CP(O)(O)=O,406707,inactive,1.9590023075765093
CC(=O)n1cc(C=C2CN(Cc3ccccc3)CCC2=O)c2ccccc12,50192951,inactive,4.958607314841775
Cc1cc(Br)cc(C)c1OCC(=O)NCCN1CCN(Cc2ccccc2)CC1,51471667,active,7.045757490560675
Brc1ccccc1NC(=O)C[n+]1ccc2ccccc2c1,51545154,inactive,4.886056647693163
CC1CCN(CC1)c1nccc(NCc2ccccc2)n1,50635724,inactive,4.735182176990463
COC(=O)C1=C(C[C@H](N([C@@H]1c1ccccc1)c1ccc(F)cc1)c1ccccc1)Nc1ccc(F)cc1,50388395,inactive,1.8210230527068305
Fc1ccc(-c2nnc(o2)N2CCN(CC2)c2ccccn2)c(F)c1,51350196,active,7.267606240177032
COc1cc(\C=C\C(=O)NCC(=O)Nc2ccc(C)cc2)ccc1O,51397296,inactive,4.898940645091884
OCc1cc[n+](C\C=C\C[n+]2ccc(CO)cc2)cc1,408537,inactive,3.097453220686009
CN(Cc1ccccc1)Cc1ccc(cc1)C(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,50638628,active,6.259637310505756
CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,50858154,active,6.167491087293763
Nc1c2CCCCc2nc2NC(=S)NC(c3ccc(F)cc3)c12,51102564,inactive,4.508638306165727
CN1C2[C@@](C)(CC[N+]2(C)C)c2cc(OC(=O)Nc3ccccc3C)ccc12,50915207,active,7.835647144215563
CCCCCCNCC(=O)Nc1ccc2nc3CCCn3c(=O)c2c1,51118360,active,7.6020599913279625
CNC(=O)Oc1cc2c3CCC(=NC)c3n(C)c2cc1Cl,50480802,active,6.173925197299173
C1CCN(CC1)c1nc2ccccc2[nH]1,51195849,inactive,4.22767829327708
O=C(CCN1CCCCC1)Nc1n[nH]c2ncccc12,51497969,active,6.181774106386045
Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4cccc(F)c4)cc3)ccc12,51117380,active,7.376750709602099
CCc1ccccc1NC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,18663,active,8.0
Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCC1CCN(Cc2ccccc2F)CC1,51509845,active,6.267606240177032
COc1cc2CCN(CC3CCN(Cc4cc(Br)cc(\C=N\O)c4O)CC3)Cc2cc1OC,50832337,inactive,3.245651664288981
CC(C)N1Cc2cc(O)ccc2N(C)C1c1ccccc1,50488438,inactive,3.596879478824182
O=C(CNc1ccc2oc(=O)ccc2c1)N1CCN(CC1)c1ccccc1,51297451,active,7.096910013008056
C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C(C)=O)N(C)C,51030656,inactive,4.149997413907539
Nc1ccc2oc(cc(=O)c2c1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,51143946,active,7.3872161432802645
CCN(CC)CCCCCCCCCCOc1ccc(\C=C\C(=O)Nc2ccccc2)cc1OC,50684582,inactive,4.826813731587726
NC1=C(C#N)C2(C(=O)Nc3ccc(F)cc23)C(=C2NCCCN12)[N+]([O-])=O,50468810,active,6.376750709602099
O=C(c1ccccc1)n1cccc1C=C1CN(Cc2ccccc2)CCC1=O,50192958,inactive,4.522878745280337
CN(CCCCCCCCCCOc1ccc2c(c1)oc1ccccc1c2=O)Cc1ccccc1,50361407,inactive,3.4111682744057927
COc1cc2CC(CC3CCN(Cc4ccc(F)cc4)CC3)C(=O)c2cc1OC,50534861,active,7.3872161432802645
COc1ccc(cc1)C(=O)Cc1ncc(cn1)C(=O)Nc1ccncc1,51468463,inactive,4.747146969020107
ONC(=O)c1ccc(Nc2ccnc3ccccc23)cc1,51364676,active,6.080921907623926
CCC1=CC2CC(C1)c1c(C2)nc2ccc(Cl)cc2c1N,50798553,active,6.371611069949688
CCCC[C@@H](O)\C=C\C=C\C(O)=O,50349987,active,6.657577319177793
O=C(NCCCCCc1ccccc1)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,50513390,active,6.035269078946371
COc1c(F)ccc[n+]1C,51200528,inactive,3.958607314841775
COc1cc2CC(Cc3cc[n+](Cc4cccc(Cl)c4)cc3C(N)=O)C(=O)c2cc1OC,50743896,active,7.3872161432802645
NCCCC(O)(P(O)(O)=O)P(O)(O)=O,406699,inactive,1.5614576512138894
CC(OC[n+]1ccn(C)c1CN=O)C#C,50030730,inactive,4.924453038607469
O=C1N(CCCCCNCc2ccccc2)C(=O)c2ccccc12,50318134,active,6.694648630553377
OCc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,50252975,inactive,4.168130225719498
COc1ccc2[nH]cc(CCNC(=O)CN(CCCC3CCN(Cc4ccccc4)CC3)C(=O)\C=C\c3ccc(O)c(OC)c3)c2c1,51248784,active,7.585026652029182
CCCCCCNC(=O)Oc1ccc2C[C@@H]3[C@@H](CCN3CC)c2c1,50577970,active,6.681936665037238
Clc1ccc2c(NCCCCCNC(=O)CCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,50577886,active,8.397940008672037
CCN(C)C(=O)Oc1cccc(c1)C(C)N(C)C,50233738,inactive,4.453457336521869
COc1cc2CCn3cc4cc(OC)c(=O)cc4c(c1)c23,50984446,inactive,4.448428026325747
CN(C)CCCN1C(SCC1=O)c1ccccc1Cl,51573545,inactive,3.8728952016351923
COc1cccc(C(N2CCN(CC2)c2cnccn2)c2ccc(F)cc2)c1O,51557924,active,6.1487416512809245
CC(C)C(=O)[C@@]12C(=O)C3=C(O[C@H](C3)C(C)(C)O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CC[C@@H](O)C(C)=C)C2=O,50901905,inactive,4.600845666041783
COC(=O)C1=C(C[C@H](N([C@@H]1c1ccc(Cl)cc1)c1ccccc1)c1ccc(Cl)cc1)Nc1ccccc1,50388351,inactive,3.0555173278498313
Oc1cc(O)cc(Oc2c(O)cc(O)c3Oc4c(Oc23)c(O)cc2oc3c(Oc5cc(O)cc(O)c5)c(O)cc(O)c3c42)c1,559226,inactive,4.026410376572743
CC(=O)N1N=C(CC1c1ccc(cc1)-c1ccccc1)c1cccc2ccccc12,51462459,inactive,2.9956786262173574
O=c1cc(oc2ccccc12)-c1ccc(CN2CCCCC2)cc1,50278000,active,7.259637310505756
CN1C2NCC[C@@]2(C)c2cc(OC(=O)Nc3ccccc3)ccc12,17929,active,7.860120913598763
CN(CC#C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,50990613,active,6.275724130399211
CN(CCCCCCCOc1ccc2C(=O)\C(Oc2c1)=C\c1cccc2ccccc12)Cc1cccc(O)c1,17967,inactive,4.304518323509803
COc1ccc(cc1OC)C1C(NC2(C(=O)Nc3ccc(cc23)[N+]([O-])=O)C11Cc2cc(OC)c(OC)cc2C1=O)c1ccccc1,50919268,inactive,4.813326132500255
COP1(=O)CCCC(CO)=C(C)O1,50554043,inactive,3.221848749616356
C[N+](C)(C)CCO,50995392,inactive,2.521000000603387
CC(N(C)C)c1cc(O)c2c(c1)oc(=O)c1ccccc21,560584,inactive,4.723538195826756
Cc1ccc(\C=C2/CN(C[C@@]3(C[C@H]4CCCN4[C@@]33C(=O)Nc4ccccc34)C2=O)C(=O)C[C@H]2C[C@H]3CCCN3[C@]22C(=O)Nc3ccccc23)cc1,51055944,inactive,4.707965564005264
C[C@@H]1CC[C@@H]2[C@@H](C1)C=C[C@@H](C)[C@H]2C(=O)c1c(O)c(cn(O)c1=O)[C@@]1(O)CC[C@@H](O)[C@H]2O[C@@H]12,51356863,inactive,4.4089353929735005
CN[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC=C([C@H](C)N(C)C)[C@@]4(C)CC[C@H]23)C1,51030679,inactive,4.69000807121882
COc1cccc2cc(CNCCCCCCNc3c4CCCc4nc4ccccc34)oc12,50452657,active,7.200659450546418
COc1cc(N)ccc1C(=O)CCC1CCN(CC2CCCCC2)CC1,643491,active,7.585026652029182
CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+]([O-])=O,51553663,active,8.154901959985743
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(cc(=O)oc3c2)C(F)F)cc1,51451284,active,6.251811972993799
COc1cccc(CN2CCN(CCCCOc3ccc4c(c3)oc(=O)c3ccccc43)CC2)c1,50233739,inactive,4.671620396561262
CNC(=O)Oc1cccc(CN(C)CCCOc2cccc(Cc3ccccc3)c2)c1,17995,active,7.607303046740334
CN(CCCCCCCOc1ccc2c(c1)oc1ccccc1c2=O)Cc1cccc(Cl)c1,51182210,inactive,3.2262135550188065
COc1ccc(cc1OC)C(=O)c1ccc(CN2CCc3ccccc3C2)cc1,50412558,inactive,4.267606240177032
CC(N(C)C)c1cccc(OC(=O)N(C)C)c1,18022,active,7.522878745280337
CNC(=O)Oc1ccc2N(C)[C@@H]3[C@@](C)(CC[N@@+]3(C)O)c2c1,18665,active,7.0
CCN(C)C(=O)Oc1cccc(CC(C)N(C)CC#C)c1,51506346,inactive,3.630784142589857
CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F,51553669,active,9.301029995663981
CC(=O)c1cc[n+](C\C=C\C[n+]2ccc(cc2)C(C)=O)cc1,408541,inactive,3.856985199745905
Clc1ccc(NC(=S)NNC=C2C(=O)NC(=S)NC2=O)cc1,51198703,inactive,3.9172146296835497
CN(C)Cc1ccc(CSCCNc2cc(NCc3ccccc3)c(cc2[N+]([O-])=O)[N+]([O-])=O)o1,50006639,active,6.161150909262744
Cc1ccccc1NC1=C([N+]([O-])=O)C2(NN1)C(=O)Nc1ccc(cc21)[N+]([O-])=O,51555776,inactive,4.810229043653126
CN(C)C(=O)Oc1cccc2[n+](C)cc(cc12)C(=O)NC1CCCCC1,51101854,active,7.698970004336019
CC(C)c1ccc(CSS(=O)(=O)c2ccc(C)cc2)cc1,51414122,active,7.920818753952375
O=C(NCCC1CCN(Cc2ccccc2)CC1)\C=C\c1ccccc1,51144763,active,6.346787486224656
[O-][N+](=O)C1C(Cc2c[nH]cn2)NC2(C1c1ccccc1)c1ccccc1-c1nc3ccccc3nc21,50473439,inactive,4.928117992693875
CCCN(C)C(=O)Oc1cc2C(CCc2cc1Cl)NCC#C,18117,inactive,4.357535479757878
